id,saleprice,lot_area,garage_area,gr_liv_area,overall_qual,total_bsmt_sf,age,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,not_remodeled,no_pool,no_fireplace
592,213250,10140,583.0,1680,7,1650.0,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1255,89900,10122,390.0,869,4,0.0,60,0,0,0,0,0,1,0,0,0,0,0,0,1,1
355,185000,10141,427.0,1718,7,832.0,11,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1676,113500,2205,264.0,1092,6,525.0,34,0,0,1,0,0,0,0,0,1,0,0,1,1,1
2599,68000,10914,660.0,715,3,715.0,77,0,0,0,0,0,1,0,0,0,0,0,0,1,1
312,201000,9196,573.0,1560,7,1560.0,7,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1124,226700,9803,603.0,1768,7,866.0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1702,500067,17169,1174.0,2290,10,2320.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2434,201490,9171,433.0,1598,7,848.0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1432,155000,9750,528.0,990,5,990.0,14,0,0,0,0,0,1,0,0,0,0,0,1,1,1
689,145000,8604,564.0,941,5,941.0,31,0,1,0,0,0,0,0,0,0,1,0,1,1,1
1349,128000,6155,502.0,1362,6,611.0,88,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1759,187000,9487,442.0,1690,6,915.0,7,0,0,0,0,0,0,0,0,1,0,0,1,1,0
893,145500,3675,525.0,1072,6,547.0,4,0,0,0,1,0,0,0,0,0,1,0,0,1,1
944,75000,10200,200.0,572,4,572.0,84,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2109,217000,11750,796.0,1546,7,1546.0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1
316,220000,11896,660.0,1346,7,1336.0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2529,165150,10400,484.0,1790,6,732.0,34,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1448,147000,10970,576.0,1026,6,940.0,30,0,0,0,0,0,0,0,0,0,0,1,1,1,1
871,203000,11883,478.0,1504,7,1504.0,13,0,0,0,0,0,1,0,0,0,0,0,1,1,0
142,165500,10552,447.0,1700,5,1398.0,51,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1515,67000,8248,0.0,864,3,864.0,94,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1970,187000,9760,440.0,1851,6,822.0,43,0,0,0,0,0,0,0,0,1,0,0,0,1,0
572,180000,2998,440.0,1512,6,756.0,9,0,0,0,1,0,0,0,0,1,0,0,1,1,1
2200,146500,6821,240.0,1298,6,651.0,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2147,270000,11354,583.0,1673,7,1673.0,7,0,0,0,0,0,1,0,0,0,0,0,1,1,0
249,147000,9069,564.0,996,6,936.0,18,0,0,0,0,0,0,0,0,0,1,0,1,1,1
162,132000,8064,280.0,1224,6,816.0,62,0,0,0,0,0,0,0,0,0,0,0,0,1,1
664,105000,5400,338.0,1374,4,840.0,89,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1516,135900,5687,0.0,1716,5,780.0,96,1,0,0,0,0,0,0,0,1,0,0,0,1,1
16,538000,53504,841.0,3279,8,1650.0,7,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1808,147000,7500,0.0,1143,7,1143.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
425,325000,13173,840.0,1652,9,1652.0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1372,124000,9488,240.0,1054,5,1046.0,61,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2495,137000,13526,288.0,935,5,935.0,41,0,0,0,0,0,1,0,0,0,0,0,1,1,1
661,142900,10410,528.0,2377,4,1313.0,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1301,147000,12000,528.0,1122,5,924.0,60,0,0,0,0,0,1,0,0,0,0,0,0,1,1
396,128000,7830,477.0,1180,5,1180.0,39,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2663,144000,8850,225.0,1690,7,815.0,90,0,0,0,0,0,0,0,1,0,0,0,0,1,0
50,205000,7132,484.0,1370,8,1370.0,4,0,0,0,1,0,1,0,0,0,0,0,1,1,0
886,167000,9937,480.0,1486,5,1486.0,45,0,0,0,0,0,1,0,0,0,0,0,0,1,1
696,66500,5720,200.0,1131,5,676.0,68,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2454,315000,12585,704.0,2799,8,1286.0,13,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2106,155835,11103,440.0,1456,7,728.0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
353,239500,8013,528.0,1734,8,1587.0,14,0,0,0,1,0,1,0,0,0,0,0,0,1,1
441,300000,10872,700.0,1531,9,1504.0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2270,282000,11305,692.0,1922,8,1922.0,5,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1924,120000,9100,336.0,1144,5,1144.0,47,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1402,241500,39104,439.0,1363,7,1385.0,54,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1070,336860,10110,870.0,1866,9,1858.0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
2696,91000,9786,210.0,1077,3,1007.0,84,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1840,207500,5330,528.0,1550,8,1550.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1562,250000,3811,482.0,1646,7,1594.0,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2426,167240,3010,438.0,1248,7,1248.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1162,178000,3435,495.0,1245,7,1235.0,4,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1874,127000,10800,311.0,1052,6,1052.0,44,0,0,0,0,0,1,0,0,0,0,0,1,1,1
111,218500,10456,535.0,1829,6,1829.0,43,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1207,135750,8475,283.0,952,4,952.0,52,0,0,0,0,0,1,0,0,0,0,0,1,1,1
140,214000,8197,620.0,1480,7,1480.0,7,0,0,0,0,0,1,0,0,0,0,0,0,1,1
545,257000,10994,620.0,1844,8,1844.0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1338,157000,6000,672.0,1497,6,825.0,71,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2873,102000,7288,215.0,976,5,976.0,64,0,0,0,0,0,1,0,0,0,0,0,0,1,1
924,163500,13360,432.0,964,5,876.0,88,0,0,0,0,0,1,0,0,0,0,0,0,1,1
844,204000,10335,577.0,1501,7,1490.0,10,0,0,0,0,0,1,0,0,0,0,0,1,1,1
901,103500,11767,313.0,1560,5,1150.0,53,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2195,200000,10896,0.0,3395,6,1440.0,93,1,0,0,0,0,0,1,0,0,0,0,0,1,1
2081,118000,5400,399.0,864,5,864.0,49,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2774,235000,9100,541.0,1525,7,1525.0,6,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2573,132500,7728,540.0,1190,5,1106.0,44,0,1,0,0,0,0,0,0,0,0,1,1,1,1
1793,221300,8778,859.0,1830,8,1302.0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
882,190000,8487,570.0,1500,7,1500.0,5,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2791,222000,9930,591.0,1762,7,826.0,4,0,0,0,0,0,0,0,0,1,0,0,1,1,1
297,335000,17500,567.0,1902,7,1902.0,51,0,0,0,0,0,1,0,0,0,0,0,0,1,0
509,257500,10206,726.0,1658,8,1614.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1115,264132,14587,592.0,1506,9,1498.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
773,130000,7800,288.0,899,5,864.0,42,0,0,0,0,0,1,0,0,0,0,0,0,1,1
732,137000,4960,336.0,1654,5,297.0,79,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1552,99500,7392,360.0,912,5,520.0,78,0,0,0,0,0,1,0,0,0,0,0,0,1,1
226,160250,7424,591.0,1373,5,1319.0,32,0,1,0,0,0,0,0,0,0,1,0,1,1,0
2830,130000,2522,380.0,1709,7,970.0,2,0,0,1,0,0,0,0,0,1,0,0,1,1,1
2238,75200,3672,100.0,816,5,816.0,85,0,0,0,0,0,1,0,0,0,0,0,0,1,1
982,131250,7706,429.0,1091,6,384.0,16,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1265,148000,12929,401.0,1081,6,1081.0,48,0,0,0,0,0,1,0,0,0,0,0,0,1,1
559,124100,9316,288.0,1020,5,1024.0,44,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1203,178400,12122,588.0,999,7,944.0,47,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2083,150000,7711,0.0,1440,4,1440.0,30,0,1,0,0,0,1,0,0,0,0,0,1,1,1
2130,217000,12352,534.0,1753,7,853.0,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2455,252000,12447,760.0,1964,8,1100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
535,152000,7500,484.0,1141,7,1141.0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2019,132000,6120,576.0,854,7,832.0,78,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2655,120000,9576,378.0,1182,6,770.0,61,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2391,338500,9942,521.0,2091,9,1606.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
154,105000,7898,676.0,985,4,576.0,90,0,0,0,0,0,1,0,0,0,0,0,0,1,1
999,175000,21872,406.0,1446,7,729.0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1400,192000,10005,505.0,2022,7,1160.0,31,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2807,195000,12393,434.0,1948,7,847.0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0
516,210000,9000,676.0,1590,8,768.0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1753,211000,7875,434.0,1948,7,847.0,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0
734,128000,6000,240.0,1324,4,672.0,73,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1209,180500,10175,576.0,1425,6,1425.0,44,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1994,90000,13600,560.0,2337,5,662.0,107,1,0,0,0,0,0,0,0,1,0,0,1,1,1
1901,138500,12172,512.0,908,5,822.0,67,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2413,169985,10237,440.0,1492,7,738.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
2630,146000,7000,288.0,1150,5,1150.0,45,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1428,228000,11228,678.0,2097,7,1080.0,15,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1271,159000,8000,311.0,1256,5,1256.0,49,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2464,266000,10728,1053.0,1939,8,1095.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2653,139000,6000,450.0,1566,5,816.0,82,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1505,91900,6931,0.0,784,4,784.0,53,1,0,0,0,0,1,0,0,0,0,0,1,1,1
2110,212999,8760,674.0,1500,8,1489.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2386,326000,16033,772.0,1850,9,1833.0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1086,179000,9024,393.0,1515,6,789.0,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1574,294000,11563,788.0,1537,8,1518.0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1
406,97000,1680,288.0,987,6,483.0,37,0,0,1,0,0,0,0,0,1,0,0,1,1,1
2757,239799,8760,868.0,1962,7,1391.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
2559,161000,9600,441.0,1433,5,1251.0,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1469,136500,4435,420.0,848,6,848.0,5,0,0,0,1,0,1,0,0,0,0,0,1,1,1
407,118000,1680,264.0,987,6,483.0,37,0,0,1,0,0,0,0,0,1,0,0,0,1,1
2300,129500,7599,360.0,845,4,845.0,25,0,0,0,0,0,1,0,0,0,0,0,0,1,1
731,205000,7264,672.0,1548,7,952.0,84,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2230,200624,32668,484.0,2515,6,2035.0,50,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1688,322400,11825,856.0,1694,8,1694.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
880,293200,10200,810.0,1602,8,1578.0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1074,266000,8849,564.0,1684,9,1684.0,3,0,0,0,1,0,1,0,0,0,0,0,1,1,0
771,172500,11184,440.0,1683,6,918.0,31,0,0,0,0,0,0,0,0,1,0,0,1,1,0
724,124900,8820,456.0,1869,5,1088.0,119,0,0,0,0,0,0,0,0,0,0,0,1,1,1
730,149000,6615,216.0,1432,6,1022.0,86,0,0,0,0,0,1,0,0,0,0,0,0,1,0
273,185500,8773,494.0,1414,7,1414.0,6,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2793,220000,11088,418.0,1358,8,1348.0,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1789,225000,9158,474.0,1496,8,1496.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1900,124000,8280,306.0,932,6,932.0,57,0,0,0,0,0,1,0,0,0,0,0,1,1,0
677,92900,8544,400.0,1040,3,0.0,59,0,1,0,0,0,1,0,0,0,0,0,1,1,1
747,126500,8635,1184.0,1072,5,1072.0,84,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1038,111250,12735,576.0,864,4,864.0,36,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1763,248000,11000,648.0,2285,8,969.0,7,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1283,136870,7590,264.0,1117,5,1117.0,45,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2803,133000,4435,420.0,848,6,848.0,3,0,0,0,1,0,1,0,0,0,0,0,1,1,1
1927,135000,10152,286.0,1048,5,1048.0,51,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1036,111900,10295,288.0,936,4,936.0,39,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1237,140000,7763,506.0,1283,5,931.0,46,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1375,134432,17120,680.0,1588,4,0.0,49,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1643,455000,13870,724.0,2042,10,1742.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2453,290000,10120,844.0,2526,8,1165.0,12,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2129,235500,10820,597.0,1873,7,988.0,8,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2640,156500,9600,400.0,1416,6,780.0,106,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2437,172400,8121,460.0,1664,6,953.0,6,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1123,182000,11639,480.0,1428,7,1428.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2398,372397,13758,925.0,1792,9,1792.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1420,260000,9771,614.0,2814,6,1077.0,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2693,72000,9000,0.0,819,5,610.0,87,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1370,82375,10320,0.0,1344,3,536.0,93,1,0,0,0,0,0,0,0,1,0,0,0,1,1
392,158000,10448,583.0,2119,6,689.0,37,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1351,127000,8635,240.0,1285,5,672.0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,1
246,270000,11980,528.0,1433,7,1433.0,23,0,0,0,0,0,1,0,0,0,0,0,1,1,0
802,316600,12327,612.0,2132,8,1496.0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1404,177000,11512,312.0,1357,6,1019.0,49,0,0,0,0,0,0,0,0,0,0,1,0,1,0
803,271900,14684,701.0,2196,7,2158.0,19,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1595,115000,2665,336.0,1304,5,264.0,32,0,0,0,1,0,0,0,0,1,0,0,1,1,0
1319,122000,5250,0.0,2358,8,684.0,136,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2231,315000,18044,691.0,2726,8,279.0,21,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2162,213500,9245,639.0,1797,7,939.0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
2622,109500,7200,625.0,1040,5,0.0,56,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1300,115000,6000,250.0,789,5,789.0,60,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2505,176400,3628,588.0,1143,7,1143.0,2,0,0,0,1,0,1,0,0,0,0,0,1,1,0
582,185750,9156,462.0,1489,6,1489.0,41,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1458,230000,9066,660.0,1852,8,1004.0,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0
281,90000,6410,0.0,960,4,960.0,52,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1499,160000,63887,1418.0,5642,10,6110.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2298,129500,7244,624.0,768,5,768.0,37,0,0,0,0,0,0,0,0,0,1,0,1,1,1
2580,153000,10152,353.0,1124,6,1124.0,50,0,0,0,0,0,1,0,0,0,0,0,0,1,0
568,173733,3000,528.0,1224,6,612.0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
1807,146000,7500,0.0,1100,6,1100.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
129,172500,17360,470.0,1556,6,782.0,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2294,188000,15957,528.0,1356,6,1244.0,30,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1860,181500,9600,460.0,1262,6,1262.0,31,0,0,0,0,0,1,0,0,0,0,0,1,1,0
839,212000,10667,550.0,1661,7,799.0,13,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2349,188900,10530,482.0,1857,7,945.0,28,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1903,64500,5000,0.0,666,3,666.0,61,0,0,0,0,0,1,0,0,0,0,0,0,1,1
234,230000,17082,522.0,1981,6,1117.0,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2172,122000,16287,576.0,1351,5,901.0,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2588,133500,11050,319.0,1005,5,1005.0,50,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1289,256000,10440,520.0,2792,6,1510.0,88,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1596,129500,2665,336.0,1475,5,550.0,32,0,0,0,1,0,0,0,0,1,0,0,1,1,0
264,318000,10389,850.0,1978,8,1978.0,7,0,0,0,0,0,1,0,0,0,0,0,1,1,0
451,255900,9658,871.0,1606,8,1598.0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0
536,143500,7500,0.0,1158,6,1158.0,5,0,0,0,0,0,1,0,0,0,0,0,1,1,1
43,259000,14122,678.0,1822,8,1822.0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2223,217000,21000,450.0,2259,6,1809.0,54,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2009,210000,8737,440.0,1635,6,1065.0,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0
394,148500,8750,902.0,1002,5,1002.0,39,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1738,156932,8499,432.0,1412,6,616.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1196,145000,11072,576.0,1728,5,1728.0,43,0,1,0,0,0,1,0,0,0,0,0,1,1,1
828,200000,6762,662.0,1290,7,1282.0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1694,450000,15431,878.0,2046,10,1994.0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
571,172500,3230,440.0,1471,6,729.0,10,0,0,0,1,0,0,0,0,1,0,0,1,1,1
1192,240000,10800,624.0,2614,6,1522.0,34,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1806,340000,11143,610.0,2466,8,1580.0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0
962,201000,8925,610.0,1466,8,1466.0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2142,122000,10356,440.0,969,5,969.0,32,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1648,213000,12299,663.0,1664,7,1529.0,29,0,0,0,0,0,1,0,0,0,0,0,0,1,0
618,175000,9900,550.0,1691,6,1680.0,42,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2108,195400,6762,628.0,1208,7,1208.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
772,113500,11625,668.0,1052,5,1052.0,42,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2672,140200,6435,312.0,1577,6,972.0,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2492,116000,8450,294.0,909,5,882.0,38,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2903,359900,11577,682.0,1838,9,1838.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2783,157500,8340,317.0,1388,6,675.0,29,0,0,0,0,0,0,0,0,1,0,0,1,1,1
786,190000,10708,303.0,1867,5,1617.0,54,0,0,0,0,0,1,0,0,0,0,0,0,1,0
740,100000,6911,440.0,1301,5,1145.0,85,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2546,160000,8800,461.0,1251,6,1251.0,42,0,0,0,0,0,1,0,0,0,0,0,1,1,0
851,203000,10739,577.0,1444,7,1431.0,7,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1833,302000,9572,750.0,2810,8,1453.0,17,0,0,0,0,0,0,0,0,1,0,0,1,1,0
76,143000,8012,264.0,923,6,923.0,30,0,0,0,1,0,1,0,0,0,0,0,1,1,0
2151,267000,16226,683.0,2452,8,1028.0,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1880,103000,10899,530.0,1224,4,0.0,43,0,1,0,0,0,1,0,0,0,0,0,1,1,1
2907,153500,4500,405.0,1337,6,1237.0,8,0,0,0,1,0,1,0,0,0,0,0,1,1,1
1831,171000,16647,611.0,1701,5,1390.0,32,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2836,107000,8707,288.0,1669,4,1093.0,82,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1955,128500,8300,288.0,952,6,952.0,39,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1926,116000,9770,308.0,922,5,922.0,50,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2924,160000,17400,484.0,1126,5,1126.0,29,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1003,180000,5070,506.0,1280,8,1280.0,16,0,0,0,1,0,1,0,0,0,0,0,1,1,1
1667,133000,7920,368.0,914,5,914.0,37,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2905,215000,7020,784.0,1368,7,1288.0,9,0,1,0,0,0,0,0,0,0,1,0,1,1,1
921,177500,7500,213.0,1494,6,771.0,67,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1780,215000,10612,484.0,1534,8,1524.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
746,150000,6120,250.0,1582,5,952.0,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0
254,320000,12376,594.0,3222,7,1673.0,20,0,0,0,0,0,0,0,0,1,0,0,1,1,0
606,167000,10004,472.0,1516,6,1516.0,45,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2703,125000,8250,260.0,1032,5,0.0,71,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1306,65000,12205,0.0,1588,3,448.0,59,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2102,200141,11175,440.0,1316,7,1316.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1784,235876,9965,480.0,1528,7,1528.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
941,123000,8660,576.0,2168,5,760.0,109,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2699,137500,12375,288.0,1422,5,806.0,55,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2127,123600,8070,0.0,990,4,990.0,13,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2607,160000,8658,440.0,1324,6,1088.0,41,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1754,181000,8063,463.0,1690,6,924.0,7,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1367,125000,8235,720.0,825,5,825.0,53,0,0,0,0,0,1,0,0,0,0,0,1,1,1
580,154000,11700,441.0,1556,6,727.0,41,0,0,0,0,0,0,0,0,1,0,0,1,1,1
341,231000,12961,616.0,1797,6,1152.0,17,0,0,0,0,0,0,0,0,1,0,0,0,1,0
26,142000,8450,304.0,1056,5,1056.0,42,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2667,475000,22950,840.0,3608,10,1107.0,114,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2884,375000,5748,495.0,1778,8,1573.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
28,115000,10500,0.0,864,4,864.0,39,0,0,0,0,0,1,0,0,0,0,0,1,1,0
531,185000,7500,400.0,1221,7,1221.0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2189,108500,10042,216.0,865,6,660.0,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2508,147400,2544,480.0,1223,7,600.0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1
573,156000,3768,506.0,1452,7,691.0,10,0,0,0,1,0,0,0,0,1,0,0,1,1,1
1363,120000,10320,400.0,1308,5,880.0,93,0,0,0,0,0,0,0,0,0,0,0,0,1,1
487,167000,9734,400.0,1374,7,384.0,5,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1083,191000,3182,437.0,1504,7,1346.0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1620,161500,8872,390.0,1384,6,384.0,10,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1929,130000,12198,310.0,1411,5,1204.0,52,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1820,132500,8480,624.0,970,5,970.0,44,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1398,144000,10200,912.0,904,5,864.0,38,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2177,141000,9555,579.0,2233,5,0.0,28,0,1,0,0,0,0,0,0,1,0,0,1,1,1
2144,117000,7200,728.0,875,4,385.0,35,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2697,84500,6780,0.0,754,6,520.0,71,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1403,256000,53227,529.0,1663,4,1364.0,54,0,0,0,0,0,1,0,0,0,0,0,1,1,0
596,117500,9100,429.0,925,5,925.0,44,0,0,0,0,0,1,0,0,0,0,0,1,1,1
922,160000,9600,256.0,1308,5,728.0,69,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2065,187000,14175,323.0,1375,5,1240.0,51,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1710,350000,14277,818.0,2385,8,1317.0,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1034,133000,9000,480.0,1792,5,896.0,34,0,1,0,0,0,0,0,0,1,0,0,1,1,1
